Time	stat-140323-165754-Porta90-1.txt	stat-140323-170110-Porta90-2.txt	stat-140323-170443-Porta90-3.txt	stat-140323-170827-Porta90-4.txt	stat-140323-171146-Porta90-5.txt	stat-140323-171538-Porta90-6.txt	stat-140323-172116-Porta90-7.txt	stat-140323-172430-Porta90-8.txt	stat-140323-175630-Porta90-9.txt	stat-140323-180112-Porta90-10.txt	stat-140323-180435-Porta90-11.txt	stat-140323-181113-Porta90-12.txt	stat-140323-181502-Porta90-13.txt	stat-140323-181815-Porta90-14.txt	stat-140323-182337-Porta90-15.txt	stat-140323-182724-Porta90-16.txt	stat-140323-183053-Porta90-17.txt	stat-140323-183416-Porta90-18.txt	stat-140323-184039-Porta90-19.txt	stat-140323-211037-Porta90-20.txt	stat-140323-211944-Porta90-21.txt	stat-140323-212256-Porta90-22.txt	stat-140323-212658-Porta90-23.txt	stat-140323-213104-Porta90-24.txt	stat-140323-213427-Porta90-25.txt	stat-140323-213801-Porta90-26.txt	stat-140323-214220-Porta90-27.txt	stat-140323-214643-Porta90-28.txt	stat-140323-215116-Porta90-29.txt	stat-140323-215431-Porta90-30.txt
118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32256	0	
135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	
136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	
137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	
138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	
139	1333172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28012	0	0	0	0	-	0	
140	0	0	852700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1162440	0	0	0	0	0	0	0	-	0	
141	0	0	-	0	0	0	0	0	76664	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	-	0	
142	0	0	-	0	0	0	0	0	670420	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	1041788	0	0	-	0	
143	0	0	-	0	0	99476	0	0	-	84444	0	0	574152	0	751736	0	0	0	0	0	-	0	0	119080	1121432	-	0	0	-	0	
144	49080	0	-	791276	0	1019396	0	0	-	907776	0	0	-	0	170488	264248	0	0	0	0	-	0	0	-	-	-	0	0	-	0	
145	-	0	-	-	0	-	0	0	-	-	949624	0	-	0	-	591040	309968	0	0	0	-	0	0	-	-	-	0	0	-	0	
146	-	0	-	-	0	-	0	0	-	-	-	0	-	0	-	-	482348	0	639944	0	-	0	0	-	-	-	0	0	-	1554260	
147	-	0	-	-	0	-	1271020	0	-	-	-	0	-	0	-	-	-	0	298556	194840	-	0	0	-	-	-	0	0	-	0	
148	-	0	-	-	0	-	0	0	-	-	-	0	-	0	-	-	-	0	-	876780	-	0	0	-	-	-	0	0	-	0	
149	-	0	-	-	885780	-	0	0	-	-	-	0	-	0	-	-	-	0	-	-	-	1003120	0	-	-	-	0	0	-	0	
150	-	0	-	-	-	-	0	0	-	-	-	0	-	0	-	-	-	0	-	-	-	-	0	-	-	-	0	0	-	0	
151	-	0	-	-	-	-	0	0	-	-	-	0	-	0	-	-	-	0	-	-	-	-	0	-	-	-	0	0	-	330948	
152	-	0	-	-	-	-	22256	0	-	-	-	0	-	0	-	-	-	0	-	-	-	-	0	-	-	-	0	0	-	-	
153	-	0	-	-	-	-	-	0	-	-	-	0	-	0	-	-	-	0	-	-	-	-	0	-	-	-	0	0	-	-	
154	-	0	-	-	-	-	-	0	-	-	-	0	-	0	-	-	-	0	-	-	-	-	0	-	-	-	0	0	-	-	
155	-	849324	-	-	-	-	-	0	-	-	-	0	-	0	-	-	-	0	-	-	-	-	0	-	-	-	0	0	-	-	
156	-	-	-	-	-	-	-	0	-	-	-	0	-	0	-	-	-	1151412	-	-	-	-	0	-	-	-	0	0	-	-	
157	-	-	-	-	-	-	-	1095880	-	-	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	0	0	-	-	
158	-	-	-	-	-	-	-	0	-	-	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	0	855824	-	-	
159	-	-	-	-	-	-	-	0	-	-	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	0	-	-	-	
160	-	-	-	-	-	-	-	0	-	-	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	0	-	-	-	
161	-	-	-	-	-	-	-	752	-	-	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	0	-	-	-	
162	-	-	-	-	-	-	-	-	-	-	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	0	-	-	-	
163	-	-	-	-	-	-	-	-	-	-	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	0	-	-	-	
164	-	-	-	-	-	-	-	-	-	-	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	0	-	-	-	
165	-	-	-	-	-	-	-	-	-	-	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	0	-	-	-	
166	-	-	-	-	-	-	-	-	-	-	-	0	-	0	-	-	-	-	-	-	-	-	124820	-	-	-	0	-	-	-	
167	-	-	-	-	-	-	-	-	-	-	-	0	-	0	-	-	-	-	-	-	-	-	722172	-	-	-	0	-	-	-	
168	-	-	-	-	-	-	-	-	-	-	-	0	-	0	-	-	-	-	-	-	-	-	-	-	-	-	970100	-	-	-	
169	-	-	-	-	-	-	-	-	-	-	-	0	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
170	-	-	-	-	-	-	-	-	-	-	-	0	-	391824	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
171	-	-	-	-	-	-	-	-	-	-	-	0	-	472640	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
172	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
173	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
174	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
175	-	-	-	-	-	-	-	-	-	-	-	1103216	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
